X GeneID	geneSymbol	chr	strand	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	AS_type	comp	transcript_type	gene_type	Note	Name	Ontology_term	gene_name
gene:Solyc11g005110.3_106757_107135_106757_107123_109414_109493	gene:Solyc11g005110.3	NA	chr11	-	6,2	11,22	0,0	13,10	86	74	0.00025611121381	0.00910576577429905	0.319,0.073	0.0,0.0	0.196	A3S	HS6.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc11g028010.2_22318373_22318613_22318460_22318613_22317152_22317430	gene:Solyc11g028010.2	NA	chr11	+	2,2	0,1	0,0	1,1	148	74	9.53827954675e-06	0.00060247220907561	1.0,0.5	0.0,0.0	0.75	A3S	HS6.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc11g070183.1_57946990_57947165_57947040_57947165_57946812_57946880	gene:Solyc11g070183.1	NA	chr11	+	0,2	2,2	1,5	0,0	124	74	8.76289716567e-07	8.03747222122827e-05	0.0,0.374	1.0,1.0	-0.813	A3S	HS6.vs.HS0	lncRNA	protein_coding	NA	NA	NA	NA
gene:Solyc10g084170.1_64625231_64625461_64625376_64625461_64624948_64625056	gene:Solyc10g084170.1	NA	chr10	+	1,4	1,1	0,0	2,1	148	74	8.58471678564e-05	0.00370079986698286	0.333,0.667	0.0,0.0	0.5	A3S	HS6.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc06g005250.3_284653_284986_284938_284986_283333_283423	gene:Solyc06g005250.3	NA	chr6	+	10,13	25,32	4,4	0,1	148	74	1.84265434104e-05	0.00106386553254844	0.167,0.169	1.0,0.667	-0.665	A3S	HS6.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc11g069610.3_57487131_57487271_57487131_57487218_57487352_57488110	gene:Solyc11g069610.3	NA	chr11	-	6,5	3,2	0,0	1,3	127	74	3.03363239063e-06	0.000228859119901433	0.538,0.593	0.0,0.0	0.566	A3S	HS6.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc12g019750.3_11491335_11491616_11491335_11491429_11491699_11491764	gene:Solyc12g019750.3	NA	chr12	-	5,14	4,2	1,3	0,0	148	74	2.46454906091e-05	0.00135775918498334	0.385,0.778	1.0,1.0	-0.418	A3S	HS6.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc10g039430.3_22254116_22254240_22254116_22254163_22255058_22255100	gene:Solyc10g039430.3	NA	chr10	-	4,7	4,14	2,1	0,0	148	74	5.08969814483e-06	0.000351998896698129	0.333,0.2	1.0,1.0	-0.734	A3S	HS6.vs.HS0	protein_coding	protein_coding	hypothetical protein (AHRD V3.3 *** AT3G03560.1)	Solyc10g039430.3.1	NA	NA
gene:Solyc01g099770.3_84106666_84106792_84106709_84106792_84106507_84106581	gene:Solyc01g099770.3	NA	chr1	+	7,6	6,4	0,0	2,2	117	74	1.11189425576e-05	0.000683940567713681	0.425,0.487	0.0,0.0	0.456	A3S	HS6.vs.HS0	protein_coding	protein_coding	meloidogyne-induced giant cell protein DB141	Solyc01g099770.3.1	NA	NA
gene:Solyc01g099770.3_84106893_84107067_84106954_84107067_84106696_84106825	gene:Solyc01g099770.3	NA	chr1	+	63,100	8,14	5,5	15,9	135	74	3.16424664248e-12	1.38720036493333e-09	0.812,0.797	0.154,0.233	0.611	A3S	HS6.vs.HS0	protein_coding	protein_coding	meloidogyne-induced giant cell protein DB141	Solyc01g099770.3.1	NA	NA
gene:Solyc10g007670.4_1946392_1946479_1946401_1946479_1946168_1946205	gene:Solyc10g007670.4	NA	chr10	+	27,18	20,14	24,22	1,2	83	74	1.70056221216e-07	1.99935872266475e-05	0.546,0.534	0.955,0.907	-0.391	A3S	HS6.vs.HS0	protein_coding	protein_coding	hypothetical protein (AHRD V3.3 *-* AT2G33180.1)	Solyc10g007670.4.1	NA	NA
gene:Solyc05g051990.3_64969979_64970422_64969979_64970334_64970970_64973362	gene:Solyc05g051990.3	NA	chr5	-	157,194	1,0	65,86	4,5	148	74	0.000105303971262	0.00438116289477586	0.987,1.0	0.89,0.896	0.101	A3S	HS6.vs.HS0	protein_coding	protein_coding	Unknown protein	Solyc05g051990.3.1	NA	NA
Solyc_chr5_NPC00173_61551526_61551964_61551854_61551964_61549595_61550817	Solyc_chr5_NPC00173	NA	chr5	+	5,2	0,0	6,5	3,4	148	74	7.20875571458e-07	6.8299659683322e-05	1.0,1.0	0.5,0.385	0.557	A3S	HS6.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc01g096400.4_81682914_81683091_81683009_81683091_81680279_81680377	gene:Solyc01g096400.4	NA	chr1	+	193,180	41,40	18,23	1,0	148	74	1.21787036074e-05	0.000740324931039259	0.702,0.692	0.9,1.0	-0.253	A3S	HS6.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc12g036170.2_47257377_47257604_47257377_47257480_47257684_47257820	gene:Solyc12g036170.2	NA	chr12	-	54,58	40,37	10,25	0,0	148	74	3.24530402551e-11	1.19916301816898e-08	0.403,0.439	1.0,1.0	-0.579	A3S	HS6.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
Solyc_chr12_NPC00015_1574105_1574409_1574105_1574242_1575342_1575390	Solyc_chr12_NPC00015	NA	chr12	-	44,57	31,42	10,12	46,37	148	74	3.02961600251e-09	6.55753411823618e-07	0.415,0.404	0.098,0.14	0.29	A3S	HS6.vs.HS0	snRNA	snRNA	NA	NA	NA	NA
Solyc_chr12_NPC00015_1574105_1574412_1574105_1574242_1575342_1575390	Solyc_chr12_NPC00015	NA	chr12	-	42,57	31,42	11,12	46,37	148	74	1.03613124747e-08	1.86111477648856e-06	0.404,0.404	0.107,0.14	0.281	A3S	HS6.vs.HS0	snRNA	snRNA	NA	NA	NA	NA
gene:Solyc07g017510.3_7693971_7694133_7693982_7694133_7693765_7693889	gene:Solyc07g017510.3	NA	chr7	+	2,0	1,3	1,1	0,0	85	74	2.40423035694e-05	0.00133099892135633	0.635,0.0	1.0,1.0	-0.682	A3S	HS6.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc10g054670.3_55919801_55920270_55919801_55919970_55921470_55921596	gene:Solyc10g054670.3	NA	chr10	-	3,2	0,2	0,0	3,1	148	74	9.29735109154e-05	0.00393263507208876	1.0,0.333	0.0,0.0	0.666	A3S	HS6.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g093330.4_53951759_53952032_53951771_53952032_53950967_53951048	gene:Solyc02g093330.4	NA	chr2	+	5,7	5,4	9,2	0,0	86	74	1.34730585344e-06	0.000113145258286209	0.463,0.601	1.0,1.0	-0.468	A3S	HS6.vs.HS0	protein_coding	protein_coding	nuclear pore complex protein NUP98A (AHRD V3.3 *-* A0A2I4ET44_9ROSI)	Solyc02g093330.4.1	NA	NA
gene:Solyc04g054520.3_53600551_53600933_53600551_53600804_53603776_53603892	gene:Solyc04g054520.3	NA	chr4	-	63,73	16,15	63,55	4,2	148	74	0.000114302319437	0.00467059501326655	0.663,0.709	0.887,0.932	-0.224	A3S	HS6.vs.HS0	protein_coding	protein_coding	Peptidylprolyl isomerase (AHRD V3.3 *** A0A2G3B2P5_CAPCH)	Solyc04g054520.3.1	NA	NA
gene:Solyc07g008260.3_2999025_2999247_2999025_2999220_3006981_3007654	gene:Solyc07g008260.3	NA	chr7	-	13,15	12,16	2,5	0,1	101	74	0.000273576679125	0.00954308508955858	0.443,0.407	1.0,0.786	-0.468	A3S	HS6.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc07g008260.3_2999025_2999287_2999025_2999220_3006981_3007654	gene:Solyc07g008260.3	NA	chr7	-	22,23	12,16	11,7	0,1	141	74	2.06122833439e-05	0.00116790145636724	0.49,0.43	1.0,0.786	-0.433	A3S	HS6.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
Solyc_chr10_NPC00183_59008571_59008787_59008571_59008610_59009742_59009911	Solyc_chr10_NPC00183	NA	chr10	-	14,24	4,18	16,9	0,0	148	74	2.26420982408e-07	2.56863680722549e-05	0.636,0.4	1.0,1.0	-0.482	A3S	HS6.vs.HS0	lincRNA	lincRNA	NA	NA	NA	NA
gene:Solyc02g070550.3_39924148_39924351_39924278_39924351_39923793_39923878	gene:Solyc02g070550.3	NA	chr2	+	743,645	53,88	395,324	1,1	148	74	0	0	0.875,0.786	0.995,0.994	-0.164	A3S	HS6.vs.HS0	protein_coding	protein_coding	La-related protein 6A (AHRD V3.3 *** A0A2G2XDP4_CAPBA)	Solyc02g070550.3.1	NA	NA
gene:Solyc11g013460.2_6483324_6483641_6483331_6483641_6482491_6482625	gene:Solyc11g013460.2	NA	chr11	+	0,0	1,2	1,3	2,0	81	74	0.000111443756515	0.00457761829685255	0.0,0.0	0.314,1.0	-0.657	A3S	HS6.vs.HS0	protein_coding	protein_coding	Dephospho-CoA kinase (AHRD V3.3 *** A0A1U8FC11_CAPAN)	Solyc11g013460.2.1	GO:0004140" "GO:0005524" "GO:0015937	NA
gene:Solyc06g074330.3_48574948_48575167_48574948_48575116_48575648_48576153	gene:Solyc06g074330.3	NA	chr6	-	2,3	4,3	2,1	0,0	125	74	3.72127096915e-08	5.42267798605912e-06	0.228,0.372	1.0,1.0	-0.7	A3S	HS6.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc10g078715.1_61189930_61189957_61189930_61189933_61192444_61192487	gene:Solyc10g078715.1	NA	chr10	-	35,27	4,6	61,50	1,0	98	74	2.40378741685e-05	0.00133099892135633	0.869,0.773	0.979,1.0	-0.169	A3S	HS6.vs.HS0	protein_coding	protein_coding	Unknown protein	Solyc10g078715.1.1	NA	NA
gene:Solyc02g088720.4_50449414_50449569_50449420_50449569_50449252_50449315	gene:Solyc02g088720.4	NA	chr2	+	8,6	8,6	4,5	0,1	80	74	0.000111337719625	0.00457761829685255	0.481,0.481	1.0,0.822	-0.43	A3S	HS6.vs.HS0	protein_coding	protein_coding	RNA-binding family protein (AHRD V3.3 *-* A0A1Y1HPM2_KLENI)	Solyc02g088720.4.1	NA	NA
gene:Solyc01g007140.3_1688791_1689164_1688855_1689164_1688504_1688623	gene:Solyc01g007140.3	NA	chr1	+	2,1	25,30	5,5	8,7	138	74	7.21249628108e-05	0.00324725539701087	0.041,0.018	0.251,0.277	-0.235	A3S	HS6.vs.HS0	protein_coding	protein_coding	ARM repeat superfamily protein (AHRD V3.3 *** AT5G06350.2)	Solyc01g007140.3.1	NA	NA
gene:Solyc05g032660.4_48439449_48439548_48439461_48439548_48438569_48438631	gene:Solyc05g032660.4	NA	chr5	+	92,72	560,332	32,34	846,790	86	74	0	0	0.124,0.157	0.032,0.036	0.107	A3S	HS6.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc11g008090.2_2308358_2308573_2308358_2308455_2308944_2309013	gene:Solyc11g008090.2	NA	chr11	-	8,11	2,5	9,5	0,0	148	74	4.34282389594e-06	0.000310731152089726	0.667,0.524	1.0,1.0	-0.404	A3S	HS6.vs.HS0	protein_coding	protein_coding	shugoshin-1-like (AHRD V3.3 *** A0A2I4G173_9ROSI)	Solyc11g008090.2.1	NA	NA
gene:Solyc11g008090.2_2308358_2308714_2308358_2308455_2308944_2309013	gene:Solyc11g008090.2	NA	chr11	-	9,10	2,5	10,5	0,0	148	74	3.6252098603e-06	0.000266008129479687	0.692,0.5	1.0,1.0	-0.404	A3S	HS6.vs.HS0	protein_coding	protein_coding	shugoshin-1-like (AHRD V3.3 *** A0A2I4G173_9ROSI)	Solyc11g008090.2.1	NA	NA
gene:Solyc02g067420.3_37199434_37199738_37199434_37199644_37200697_37200787	gene:Solyc02g067420.3	NA	chr2	-	8,1	7,20	4,2	0,0	148	74	9.02987252749e-08	1.18259325498629e-05	0.364,0.024	1.0,1.0	-0.806	A3S	HS6.vs.HS0	protein_coding	protein_coding	Ubiquitin-conjugating enzyme (AHRD V3.3 *** Q5ZFS2_PLAMJ)	Solyc02g067420.3.1	NA	NA
gene:Solyc04g079000.4_63395408_63395645_63395408_63395470_63396139_63396205	gene:Solyc04g079000.4	NA	chr4	-	1,2	2,9	2,2	0,0	148	74	1.28728860904e-09	3.01324556716055e-07	0.2,0.1	1.0,1.0	-0.85	A3S	HS6.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc01g057210.3_54781188_54781676_54781495_54781676_54780473_54781059	gene:Solyc01g057210.3	NA	chr1	+	16,20	16,30	17,15	1,1	148	74	8.5623306223e-09	1.56515167993711e-06	0.333,0.25	0.895,0.882	-0.597	A3S	HS6.vs.HS0	protein_coding	protein_coding	Mitochondrial pyruvate dehydrogenase kinase (AHRD V3.3 *** E5GC37_CUCME)	Solyc01g057210.3.1	NA	NA
gene:Solyc09g098090.4_68330550_68330730_68330557_68330730_68329168_68329366	gene:Solyc09g098090.4	NA	chr9	+	7,4	13,15	0,0	4,3	81	74	8.49331836874e-05	0.00367364425195058	0.33,0.196	0.0,0.0	0.263	A3S	HS6.vs.HS0	protein_coding	protein_coding	NAD(P)-linked oxidoreductase" " aldo/keto reductase family protein (AHRD V3.3 *** A0A1Y1HY98_KLENI)	Solyc09g098090.4.1	NA	NA
gene:Solyc03g110920.2_57635371_57635637_57635371_57635479_57635719_57635778	gene:Solyc03g110920.2	NA	chr3	-	0,1	3,1	4,6	1,2	148	74	0.000116362775384	0.00473236063945731	0.0,0.333	0.667,0.6	-0.467	A3S	HS6.vs.HS0	protein_coding	protein_coding	HVA22-like protein (AHRD V3.3 *** A0A1U8FXC4_CAPAN)	Solyc03g110920.2.1	NA	NA
gene:Solyc07g049720.4_60337443_60337817_60337443_60337612_60337987_60338077	gene:Solyc07g049720.4	NA	chr7	-	29,19	14,16	15,18	0,2	148	74	1.37252697212e-05	0.000821359970519486	0.509,0.373	1.0,0.818	-0.468	A3S	HS6.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc11g072610.3_59080007_59080082_59080007_59080071_59080151_59080255	gene:Solyc11g072610.3	NA	chr11	-	4,12	21,20	0,0	4,5	85	74	9.11228562783e-05	0.00387351339084731	0.142,0.343	0.0,0.0	0.242	A3S	HS6.vs.HS0	protein_coding	protein_coding	DNA repair (Rad51) family protein (AHRD V3.3 *** F4IIR6_ARATH)	Solyc11g072610.3.1	NA	NA
gene:Solyc08g074800.3_59779844_59780355_59780155_59780355_59776491_59776813	gene:Solyc08g074800.3	NA	chr8	+	13,13	6,4	2,3	0,0	148	74	1.00163291991e-05	0.000628066334301384	0.52,0.619	1.0,1.0	-0.43	A3S	HS6.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc08g074800.3_59779844_59780355_59780203_59780355_59776491_59776813	gene:Solyc08g074800.3	NA	chr8	+	13,13	2,7	2,3	0,0	148	74	1.05804251967e-05	0.000658647383694931	0.765,0.481	1.0,1.0	-0.377	A3S	HS6.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc05g052760.4_65586724_65586951_65586743_65586951_65586402_65586627	gene:Solyc05g052760.4	NA	chr5	+	1,2	1,3	3,2	0,0	93	74	5.10788708372e-05	0.00246029894532513	0.443,0.347	1.0,1.0	-0.605	A3S	HS6.vs.HS0	protein_coding	protein_coding	Phosphoinositide phospholipase C (AHRD V3.3 *** O49952_SOLTU)	Solyc05g052760.4.1	NA	NA
gene:Solyc03g120050.3_64585873_64586247_64585873_64586211_64587269_64587382	gene:Solyc03g120050.3	NA	chr3	-	4,5	3,4	2,1	0,0	110	74	1.18729814359e-05	0.000725148999599224	0.473,0.457	1.0,1.0	-0.535	A3S	HS6.vs.HS0	antisense	protein_coding	NA	NA	NA	NA
gene:Solyc01g086890.3_75950093_75950542_75950093_75950492_75952311_75952524	gene:Solyc01g086890.3	NA	chr1	-	2,1	3,1	5,4	0,0	124	74	1.25056494835e-05	0.000757528985282129	0.285,0.374	1.0,1.0	-0.67	A3S	HS6.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc01g086890.3_75950093_75950564_75950093_75950492_75952311_75952524	gene:Solyc01g086890.3	NA	chr1	-	1,2	3,1	2,1	0,0	146	74	6.13473116162e-06	0.000412686316933373	0.145,0.503	1.0,1.0	-0.676	A3S	HS6.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc04g072810.4_59539944_59540285_59539944_59540124_59542230_59542514	gene:Solyc04g072810.4	NA	chr4	-	23,20	3,4	7,8	0,0	148	74	0.000131095703068	0.00521670139646978	0.793,0.714	1.0,1.0	-0.246	A3S	HS6.vs.HS0	protein_coding	protein_coding	Sec14p-like phosphatidylinositol transfer family protein (AHRD V3.3 *** B6T8I8_MAIZE)	Solyc04g072810.4.1	NA	NA
gene:Solyc04g072810.4_59539944_59540311_59539944_59540124_59542230_59542514	gene:Solyc04g072810.4	NA	chr4	-	24,20	3,4	9,8	0,0	148	74	0.000135081098909	0.00535880393225574	0.8,0.714	1.0,1.0	-0.243	A3S	HS6.vs.HS0	protein_coding	protein_coding	Sec14p-like phosphatidylinositol transfer family protein (AHRD V3.3 *** B6T8I8_MAIZE)	Solyc04g072810.4.1	NA	NA
gene:Solyc04g072810.4_59539944_59540333_59539944_59540124_59542230_59542514	gene:Solyc04g072810.4	NA	chr4	-	26,24	3,4	6,11	0,0	148	74	0.000274731895744	0.00957047521800193	0.812,0.75	1.0,1.0	-0.219	A3S	HS6.vs.HS0	protein_coding	protein_coding	Sec14p-like phosphatidylinositol transfer family protein (AHRD V3.3 *** B6T8I8_MAIZE)	Solyc04g072810.4.1	NA	NA
gene:Solyc02g080780.3_44508912_44509256_44508912_44509018_44510100_44510259	gene:Solyc02g080780.3	NA	chr2	-	9,10	0,0	48,32	7,4	148	74	0.000145687256324	0.00570475245445907	1.0,1.0	0.774,0.8	0.213	A3S	HS6.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g080780.3_44508912_44509382_44508912_44509018_44510100_44510259	gene:Solyc02g080780.3	NA	chr2	-	9,13	0,0	49,31	7,4	148	74	0.000116754095149	0.00474454524442492	1.0,1.0	0.778,0.795	0.214	A3S	HS6.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g080780.3_44509532_44510032_44509532_44509642_44510100_44510259	gene:Solyc02g080780.3	NA	chr2	-	1,1	1,5	4,4	1,0	148	74	7.04704513421e-06	0.000467372681843356	0.333,0.091	0.667,1.0	-0.621	A3S	HS6.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:TomatoPan020540_45892161_45892308_45892196_45892308_45891824_45891954	gene:TomatoPan020540	NA	chr2	+	21,34	11,31	7,5	0,1	109	74	7.75228036948e-05	0.00343939293133422	0.564,0.427	1.0,0.772	-0.391	A3S	HS6.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g082660.3_45929511_45929780_45929673_45929780_45929377_45929422	gene:Solyc02g082660.3	NA	chr2	+	7,11	9,8	2,4	0,0	148	74	3.33530868335e-06	0.00024790065157813	0.28,0.407	1.0,1.0	-0.656	A3S	HS6.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g082770.3_46045198_46045581_46045315_46045581_46044928_46045038	gene:Solyc02g082770.3	NA	chr2	+	2,1	0,0	0,0	1,2	148	74	3.92319521314e-09	8.05360363376767e-07	1.0,1.0	0.0,0.0	1	A3S	HS6.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc06g082890.4_51082315_51082807_51082315_51082627_51083498_51083598	gene:Solyc06g082890.4	NA	chr6	-	12,7	38,28	5,1	68,64	148	74	3.35880460988e-05	0.00174979175502218	0.136,0.111	0.035,0.008	0.102	A3S	HS6.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc03g005340.4_212002_212304_212002_212124_212415_212567	gene:Solyc03g005340.4	NA	chr3	-	1,1	1,3	4,1	0,0	148	74	3.75074378001e-07	3.95979033640199e-05	0.333,0.143	1.0,1.0	-0.762	A3S	HS6.vs.HS0	protein_coding	protein_coding	Acylamino-acid-releasing enzyme (AHRD V3.3 *** A0A1J3FLE9_NOCCA)	Solyc03g005340.4.1	NA	NA
gene:Solyc02g084540.3_47335512_47335942_47335617_47335942_47335247_47335318	gene:Solyc02g084540.3	NA	chr2	+	1,1	0,0	0,1	3,0	148	74	0.00024621179249	0.00877188859318195	1.0,1.0	0.0,1.0	0.5	A3S	HS6.vs.HS0	protein_coding	protein_coding	Transmembrane/coiled-coil protein (DUF726) (AHRD V3.3 *** F4JPN3_ARATH)	Solyc02g084540.3.1	NA	NA
gene:Solyc02g150124.1_34877386_34877778_34877655_34877778_34875989_34876549	gene:Solyc02g150124.1	NA	chr2	+	41,43	21,21	17,29	1,1	148	74	6.64447322052e-07	6.38894505893532e-05	0.494,0.506	0.895,0.935	-0.415	A3S	HS6.vs.HS0	protein_coding	protein_coding	Enolase (AHRD V3.3 *-* A0A2G3A202_CAPAN)	Solyc02g150124.1.1	NA	NA
gene:Solyc02g150124.1_34877126_34877211_34877174_34877211_34876071_34876549	gene:Solyc02g150124.1	NA	chr2	+	2,3	4,8	9,7	0,0	122	74	6.61746879516e-10	1.71164139121211e-07	0.233,0.185	1.0,1.0	-0.791	A3S	HS6.vs.HS0	protein_coding	protein_coding	Enolase (AHRD V3.3 *-* A0A2G3A202_CAPAN)	Solyc02g150124.1.1	NA	NA
gene:Solyc02g150124.1_34877162_34877211_34877174_34877211_34876071_34876549	gene:Solyc02g150124.1	NA	chr2	+	0,2	4,8	1,1	0,0	86	74	1.46689072e-09	3.3428953231859e-07	0.0,0.177	1.0,1.0	-0.911	A3S	HS6.vs.HS0	protein_coding	protein_coding	Enolase (AHRD V3.3 *-* A0A2G3A202_CAPAN)	Solyc02g150124.1.1	NA	NA
gene:Solyc02g150124.1_34877174_34877568_34877458_34877568_34876071_34876549	gene:Solyc02g150124.1	NA	chr2	+	4,8	0,0	0,0	2,1	148	74	1.04068753615e-10	3.32319795880097e-08	1.0,1.0	0.0,0.0	1	A3S	HS6.vs.HS0	protein_coding	protein_coding	Enolase (AHRD V3.3 *-* A0A2G3A202_CAPAN)	Solyc02g150124.1.1	NA	NA
gene:Solyc02g085840.2_48329254_48329622_48329254_48329432_48329693_48329761	gene:Solyc02g085840.2	NA	chr2	-	22,31	12,21	14,16	1,0	148	74	2.02893843393e-07	2.32725086753066e-05	0.478,0.425	0.875,1.0	-0.486	A3S	HS6.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc06g061130.4_41752376_41752451_41752390_41752451_41750872_41750918	gene:Solyc06g061130.4	NA	chr6	+	15,20	3,7	14,6	0,0	88	74	3.31071310741e-05	0.001726476812091	0.808,0.706	1.0,1.0	-0.243	A3S	HS6.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc04g009453.1_2932099_2932249_2932104_2932249_2931954_2932019	gene:Solyc04g009453.1	NA	chr4	+	7,12	9,8	8,11	0,2	79	74	0.000161707904391	0.00621494175486688	0.421,0.584	1.0,0.837	-0.416	A3S	HS6.vs.HS0	protein_coding	protein_coding	Mediator of RNA polymerase II transcription subunit 15a (AHRD V3.3 *-* A0A2G2ZG46_CAPAN)	Solyc04g009453.1.1	NA	NA
gene:Solyc02g086080.4_48573496_48573695_48573562_48573695_48573355_48573400	gene:Solyc02g086080.4	NA	chr2	+	5,5	10,4	0,0	1,2	140	74	0.000105379578085	0.00438116289477586	0.209,0.398	0.0,0.0	0.303	A3S	HS6.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g083570.3_46547749_46548045_46547749_46548042_46548136_46548544	gene:Solyc02g083570.3	NA	chr2	-	0,1	1,6	7,10	4,6	77	74	4.67991846872e-05	0.00229014771315648	0.0,0.138	0.627,0.616	-0.552	A3S	HS6.vs.HS0	protein_coding	protein_coding	Ubiquitin-conjugating enzyme (AHRD V3.3 *** A0A200RAU7_9MAGN)	Solyc02g083570.3.1	NA	NA
gene:Solyc01g106740.4_88728068_88728237_88728068_88728130_88728859_88729330	gene:Solyc01g106740.4	NA	chr1	-	16,17	3,5	28,9	0,0	148	74	8.49510086565e-06	0.000547656862294543	0.727,0.63	1.0,1.0	-0.322	A3S	HS6.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc06g083570.3_51508738_51509220_51508779_51509220_51508060_51508162	gene:Solyc06g083570.3	NA	chr6	+	2,4	17,6	3,2	0,1	115	74	0.00012397371868	0.00498700189816103	0.07,0.3	1.0,0.563	-0.597	A3S	HS6.vs.HS0	protein_coding	protein_coding	Thioredoxin-like protein 4B (AHRD V3.3 *** A0A1U8H1Y8_CAPAN)	Solyc06g083570.3.1	GO:0000398" "GO:0046540	NA
gene:Solyc06g083570.3_51508738_51509220_51508801_51509220_51508060_51508162	gene:Solyc06g083570.3	NA	chr6	+	26,37	11,10	17,21	0,1	137	74	4.7818052169e-06	0.000334732835826054	0.561,0.667	1.0,0.919	-0.345	A3S	HS6.vs.HS0	protein_coding	protein_coding	Thioredoxin-like protein 4B (AHRD V3.3 *** A0A1U8H1Y8_CAPAN)	Solyc06g083570.3.1	GO:0000398" "GO:0046540	NA
gene:Solyc02g088940.3_50596882_50597042_50597037_50597042_50596499_50596554	gene:Solyc02g088940.3	NA	chr2	+	11,9	4,14	16,10	2,0	148	74	0.000194786857469	0.00723887853716152	0.579,0.243	0.8,1.0	-0.489	A3S	HS6.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g088940.3_50597042_50597377_50597151_50597377_50596499_50596554	gene:Solyc02g088940.3	NA	chr2	+	24,42	2,5	40,23	0,0	148	74	0.000290479155757	0.009997855759458	0.857,0.808	1.0,1.0	-0.167	A3S	HS6.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc02g088940.3_50597050_50597377_50597151_50597377_50596499_50596554	gene:Solyc02g088940.3	NA	chr2	+	2,0	2,5	2,1	0,0	148	74	4.59798865649e-11	1.64040380130265e-08	0.333,0.0	1.0,1.0	-0.834	A3S	HS6.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc04g079940.3_64037043_64037576_64037043_64037497_64038484_64038696	gene:Solyc04g079940.3	NA	chr4	-	6,14	1,6	5,1	0,0	148	74	8.69035805129e-06	0.000557076719146571	0.75,0.538	1.0,1.0	-0.356	A3S	HS6.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc04g079940.3_64038484_64038693_64038484_64038560_64040022_64040216	gene:Solyc04g079940.3	NA	chr4	-	0,0	2,1	4,4	0,0	148	74	5.08600495053e-10	1.36037810475659e-07	0.0,0.0	1.0,1.0	-1	A3S	HS6.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc06g068030.3_44749594_44749879_44749594_44749799_44750625_44750750	gene:Solyc06g068030.3	NA	chr6	-	23,38	6,7	34,36	0,1	148	74	5.43763477145e-06	0.000372082386722063	0.657,0.731	1.0,0.947	-0.28	A3S	HS6.vs.HS0	protein_coding	protein_coding	NA	NA	NA	NA
gene:Solyc06g069730.3_46013287_46013650_46013316_46013650_46012807_46013223	gene:Solyc06g069730.3	NA	chr6	+	0,0	1,1	2,1	0,1	103	74	0.000109670864036	0.00452783995805771	0.0,0.0	1.0,0.418	-0.709	A3S	HS6.vs.HS0	protein_coding	protein_coding	Chlorophyll a-b binding protein" " chloroplastic (AHRD V3.3 *** A0A1U8GPF4_CAPAN)	Solyc06g069730.3.1	NA	NA
